תאריך, אפי נכסים, אאורה, אבגול, אבוג'ן, אביב ארלון, אביב בניה, אביליטי, אברבוך, אברות, אגוד,_x, אדרי-אל, או פי סי אנרגיה, או.אר.טי, אוברסיז, אוגווינד, אודיוקודס, אופטיבייס, אופל בלאנס, אופקו הלת', אורביט, אורד, אורון קבוצה, אוריין, אורמד פארמ, אורמת טכנו, אזורים, אטראו שוקי הון, אי.אל.די., איביאי בית השק, איביאי טכ עילית, איי.אי מערכות, איי.אפ.אפ, איי.סי.אל, איי.סי.בי, אייאיאס, איידיאיי ביטוח, איילון, אייסקיור מדיקל, אילקס מדיקל, אימקו, אינטליקנה, אינטר תעשיות, אינטרגאמא, אינטרנט זהב, אינטרקיור,_y, אינרום, איסתא, אירודרום קבוצה, איתמר, אל על, אלביט הדמיה, אלביט מדקל טכ, אלביט מערכות, אלגומייזר, אלוט, אלומיי, אלון גז, אלוני חץ, אלטשולר שחם גמל, אליום מדיקל, אלמוגים, אלמור חשמל, אלספק, אלקטרה, אלקטרה נדלן, אלקטרה צריכה, אלקטריאון, אלרוב נדלן, אלרון, אמות, אמיליה פיתוח, אמנת, אמת, אנגל שלמה, אנדימד, אנלייבקס, אנלייט אנרגיה, אנליסט, אנרג'יאן, אנרג'יקס, אסאר אקורד, אסטיגי, אספן גרופ, אפולו פאוור, אפיו אפריקה-ש, אפקון החזקות, אפריקה מגורים, אפריקה תעשיות, אקויטל, אקס טי אל, אקסל, אראסאל, ארד, ארית תעשיות, ארן, ארנה גרופ, ארפורט סיטי, ארקו החזקות, אשטרום נכסים, אשטרום קבוצה, ב.יאיר, באטמ, בבילון, בונוס ביוגרופ, בוני תיכון, בזן, בזק, בי קומיונקיישנס, בי.ג'י.איי-ש, ביג, ביו ויו, ביולייט, ביוליין, ביומיקס, בינלאומי, בירמן, בית הזהב, בית שמש, בראק אן וי, בריינסוויי, בריל, ברימאג, ברם תעשיות, ברן, ברנד, ברנמילר, גאון אחזקות, גאון קבוצה, גב ים, גבעות     יהש, גדסדן נכסים, גו.די.אם-ש, גולד, גולן פלסטיק, גולף, גזית גלוב, ג'י וואן, ג'י.אף.סי-ס, ג'י.פי גלובל, גיבוי אחזקות, גילת, גלוב אקספ יהש, גלובל כנפיים, גלוברנדס, גלילאו טק, גן שמואל, גניגר, ג'נריישן קפיטל, דוניץ, דור אלון, דורסל, די.אן.איי ביומד, דיסקונט       א, דיסקונט השקעות, דלק קבוצה, דלק קידוחים יהש, דלק רכב, דלק תמלוגים, דלתא, דמרי, דן מלונות, דנאל, דקמא קפיטל, הבורסה לניע בתא, הדסית ביו, הולמס פלייס, הזדמנות יהש, הכשרה התחדשות, הכשרת הישוב, הלמן אלדובי השק, המלט, המשביר 365, הפניקס, הראל השקעות, וואיטסטון, וואן טכנולוגיות, וויטסמוק, וויי בוקס, וונטייז, ויז'ן סיגמא, ויטלה קפיטל-ש, וילאר, וילי פוד, ויקטורי, ויתניה, זנלכל, חברה לישראל, חג'ג', חד, חילן, חירון, חלל תקשורת, חממה סחר, חמת, חנן מור, טאואר, טבע, טופ מערכות, טיב טעם, טכנופלס ונצרס, טלדור, טלסיס, טלרד נטוורקס, יוחננוף, יונט קרדיט, יוניבו, יוניטרוניקס, יעקובי קבוצה, יצוא, ירושלים, ישראכרט, ישראל קנדה, ישראמקו     יהש, ישרוטל, ישרס, כהן פיתוח, כיטוב פארמה, כלל ביוטכנו, כלל משקאות, כלל עסקי ביטוח, כן פייט ביופרמה, כנפיים, כפרית, כרמית, לאומי, להב, לודזיה, לודן," לוזון נדל""ן", לוזון קבוצה, לוינשטין הנדסה, לוינשטין נכסים, ליבנטל, לידר השקעות, לייבפרסון, לכיש, לסיכו, לפידות חלץ יהש, לפידות קפיטל, מבטח שמיר, מבנה, מגדל ביטוח, מגדלי תיכון, מגה אור, מגוריט, מג'יק, מדטכניקה, מדיגוס, מדיוי, מדיפאואר, מדלי, מהדרין, מובייל מקס-ש, מודיעין   יהש, מור השקעות, מזרחי טפחות, מטומי, מטעי הדר 1, מטעי הדר 5, מטריקס, מידאס, מיחשוב ישר קב, מיטב דש, מיט-טק, מיטרוניקס, מיי סייז, מיקרומדיק, מיקרונט, מירלנד, מישורים, מכון חקר אנטרנט, מליסרון, מלם תים, ממן, מן הגורן, מנדלסוןתשת, מנורה מב החז, מניבים ריט, מנרב, מנרב פרויקטים, מצלאוי, מר,_y, נאוויטס פטר יהש, נאוי, נובה, נובולוג, נורסטאר, נטו אחזקות, נטו מלינדה, ניו הוריזון-ש, נייס, נייר חדרה, ניסן, נכסים ובנין, נפטא, נקסט ג'ן-ש, נקסטקום, נתנאל גרופ, סאטקום מערכות, סאמיט, סאני תקשורת, סאנפלאואר, סאפיינס, סולגרין, סומוטו, סיאי, סייפ-טי גרופ, סים בכורה  סד L, סים קומרשייל, סינאל, סלע נדלן, סלקום, סנו, ספאנטק, ספיר קורפ, ספרינג, סקופ, סקייליין, עדיקה סטייל, עזריאלי קבוצה, עילדב, על בד, עמיר שיווק, ענבר גרופ, ערד, ערך פיננסים, עשות, פארמוקן, פוורפליט, פוליגון, פועלים, פועלים איביאי, פוקס, פורמולה מערכות, פורסייט, פז נפט, פטרוטקס יהש, פטרוכימיים, פי.אל.טי פיננס, פיבי, פייטון, פיסיבי טכנ, פלאזה סנטר -ס, פלוריסטם, פלסאון תעשיות, פלסטו קרגל, פלסטופיל-ש, פלרם, פמס, פנאקסיה ישראל, פנטזי נטוורק, פנינסולה, פננטפארק, פרוטליקס, פרטנר, פריגו, פרידנזון, פריון נטוורק, פריורטק, פרשמרקט, פרשקובסקי, פתאל החזקות, צאם, צור, צירון, צמח המרמן, צרפתי, קאנומד, קדימהסטם, קו מנחה, קווינקו, קווליטאו, קומפיוגן, קופיקס גרופ, קליל, קמהדע, קמטק, קמן קפיטל-ש, קנאשור, קנביט, קנון, קנזון, קסטרו, קסניה, קפיטל פוינט, קרדן אן.וי.-ס, קרדן ישראל, קרדן נדלן, קרור, קרסו, קשרי תעופה,, רבד, רבוע נדלן, רבל, רובוגרופ, רוטשטיין, רותם אנרגיה יהש, ריט 1, ריט אזורים ליוי, רימוני, רם און, רמי לוי, רני צים, רפק, רציו      יהש, רציו פטרול  יהש, רקח, שגריר, שוהם ביזנס, שופרסל, שטראוס, שיח מדיקל, שיכון ובינוי, שירותי בנק אוטו, שלאג, שמן תעשיות, שניב, שנפ, שפיר הנדסה, שפע ימים, תאת טכנו, תדאה, תדיר גן, תדיראן הולדינגס, תיא השקעות, תיגבור, תמר פטרוליום, תעוזה, תפרון, אאורה     אגח ט, אאורה     אגח י, אאורה    אגח טו, אאורה    אגח יא, אאורה    אגח יב, אאורה    אגח יד, אבגול     אגח ג, אבגול     אגח ד, אביב ארלן אגח ו, אביב בניה אגח 5
26/05/2020,9800,107,326.1,383.1,230.4,1247,95.8,2163,25.3,1589,531.8,102,2816,2882,258,3991,12820,3800,288.9,855.4,804,47.7,297.2,1731,1191,24120,606.3,5058,139.2,2838,75.6,191.5,47370,1220,45.2,19250,10230,1272,67.1,9713,1144,286.6,355.2,5479,3001,432.9,660.7,1266,4644,100.8,185.5,63.1,401,115.7,48100,141.3,4091,7097,1500,4060,1287,58,297.7,605.3,269.1,165160,1710,7700,16760,8294,621.9,1863,1309,1676,1280,4445,211.2,1841,537.5,1560,2441,1320,4710,1274,597.6,132.2,176,12470,8926,451,7442,4.9,115.7,170,5602,132.5,1014,3.8,4769,76,1622,4800,1101,402.5,162.6,42.3,584.6,91.4,308,550.1,98.6,24930,229.8,859.2,40.3,2415,8008,969.9,1256,6806,26790,1375,495.1,1345,229.2,283.4,333,608.9,3370,414,200500,9.4,139.3,29.5,8639,607.9,166.5,2317,619.1,891,798.9,4916,2957,99.2,73.7,34220,47.8,1957,1256,85,10010,7250,1122,75.8,1064,500.2,9861,374.1,1734,551.2,4697,10810,2399,36610,51.7,1588,304,288.5,49.4,135.3,2905,294.3,5770,35.1,1600,2172,569.4,25400,53.8,52.2,18,5407,73.3,11860,2936,7239,1769,1999,42230,819.7,1249,14650,162190,445.8,251.6,884.8,2162,7252,4378,333,301.1,100,1771,7104,94.3,14980,2196,297.4,878.6,38.1,1932,773.3,983.6,500.9,40.9,4598,59930,6329,202.1,126.4,3822,2960,26.9,544.6,1234,1298,1852,246.9,2392,421.9,40.5,39.5,17430,6899,1259,53.6,13360,350.9,475.3,128.8,2347,6050,755,193.6,750,8539,550.9,3830,1690,47.7,881.2,472.7,197.3,11750,72,407.1,887.6,7035,26.9,19000,55080,7398,40.1,16390,877.1,323.8,3125,352.6,543,15.9,3.3,642.6,61,13840,69290,524.3,1710,596.1,4470,169.1,47180,604.2,517.7,316.7,39,813.5,1419,16830,267.4,3500,18890,5770,238.3,64710,11220,2081,22820,1400,62.2,511.1,479.8,84.5,3861,98.2,598.6,8656,1724,141.6,517.5,11.2,8194,3655,3190,707.9,1088,25310,905.9,373.3,745.3,6196,1784,334.5,18750,235.3,3944,2012,50.4,26850,2906,1135,225,1838,2373,2158,983,13200,26500,62.9,30180,119.6,148.8,66,9374,4398,486.1,198,2904,11680,300.7,648.2,1940,10100,301.5,142.7,273.1,2970,1137,1369,19550,4960,2270,4248,1091,6011,21410,147.8,924.2,125.7,1305,1197,29,232.4,1225,524.4,2308,5187,330.6,26600,2722,4625,248.6,151.1,770.7,7144,590.1,3006,145,34.5,9.6,158.9,211.4,9422,966.2,647.5,2010,693.8,17900,585.2,390.5,1700,40.9,1498,1194,3460,648.8,21610,315.1,1895,119.7,209.6,1931,1173,702.8,2357,9896,90.2,1317,844.2,1197,514.5,610,932,2250,366.7,1273,1116,12.7,16060,5850,1111,239.4,58,239.7,101,98.6,84.33,99.67,93.75,100.39,108.5,101.27,95.87,102.2
25/05/2020,9613,107.7,344.8,399.6,230.4,1234,97.4,2163,26.4,1543,534.2,103.2,2820,2815,265.8,3995,13050,3764,290.2,872.5,787.2,49.5,297.2,1729,1171,24100,630.3,5020,139.2,2852,75.8,189.3,45890,1220,43.6,19630,10630,1309,69.1,9941,1157,277,359.5,5479,3004,425,644.6,1286,4591,92.5,179.8,64.1,401.1,110.9,48780,150.4,4220,7382,1590,4222,1267,58,297.5,609.1,278.2,162530,1790,7135,15980,8430,602.7,1923,1343,1651,1285,4668,205.2,1878,545,1545,2442,1300,4698,1263,597.5,130.4996,176,12660,8965,451,7816,4.7,109.7,171,5625,132.5,1031,3.7,4859,77.1,1699,4882,1101,407,164,43,584.6,98.3,303,547.2,99.5,24380,229.9,859.2,54.6,2396,8011,959.7,1220,7034,27210,1403,489.3,1327,228.4,293.2,335.6,522.9,3370,414.2,207950,10.6,139.3,30,8639,634.2,152.1,2342,642,891,798.9,4948,2824,102.4,74.5,34560,46.9,1965,1270,81.7,10100,6801,1111,73,1074,500,9561,373.6,1712,565.9,4586,10760,2382,35800,51,1584,301.5,294.5,48.2,134.9,2964,290.8,5681,35.4,1627,2213,566.2,25520,55,53,18,5407,73.3,11850,2911,7192,1830,1999,43090,838.5,1253,13850,160090,450.7,251.6,882.2,2113,7147,4290,333,303.3,101.1,1722,7106,94.5,14750,2201,303.1,865,37.6,1959,773.3,991.1,524.3,42.6,4686,61570,6207,194.4,127.4,3822,3036,26.2,542.4,1224,1298,1860,250.1,2379,413.8,40.5,39.5,16750,6735,1269,53.6,13400,350.9,475.3,129.8,2298,5800,779.9,200,744,8546,542.1,3670,1706,53.1,881.4,462.8,197.3,11890,61.5,405.9,887.4,7001,27.5,19000,55080,7380,41.6,16380,885.8,344.4,2919,348.7,543.9,15.5,3.7,645.1,61,14260,70300,524.3,1710,590.7,4638,168.9,47550,608.3,537.7,316.7,39.4,824.7,1442,17010,269.1,3500,18940,5822,238.3,64990,11300,2080,23020,1492,66.5,523.3,470.5,84.5,3850,99,598.6,8791,1688,141.4,505,11.5,8196,3282,3193,722.5,1119,25400,903.7,368,744.7,6285,1728,317,19290,246.9,3874,2010,50.3,27530,2906,1167,220.6,1805,2324,2180,985.8,13410,26440,63.4,30150,117.6,152.9,64.5,9384,4445,476,198.1,2887,11650,301.9,648.2,1883,10850,296.5,147.9,271.1,2800,1097,1431,19220,5100,2121,4242,1084,5873,20530,147.8,960.6,136,1291,1174,29.3,234.3,1233,524.4,2270,5100,336.7,26600,2845,4663,248.6,147.4,779.5,7426,647.8,3115,144.6,34.5,9.6,162,208.7,9417,986.6,639.9,1957,684.9,18240,622.6,387.7,1710,42,1530,1039,3452,662,21970,320.8,1835,122.6,208.1,1932,1229,710.5,2348,10020,91.2,1323,859.5,1219,494.7,597.1,950.2,2217,366.7,1273,1116,12.7,15940,5618,1111,239.2,60,239.7,101,98.37,84.3,98.87,93.75,99.31,108.51,101.36,95.9,102.27
24/05/2020,9744,108.7,343.5,396.8,230.4,1203,104,2163,26.4,1521,510.4,103.2,2855,2758,268.9,4166,13100,3750,291.5,888,773.6,49.5,297.4,1746,1173,24430,630.2,5003,141.5,2854,75.8,180,45260,1209,49.4,19670,10750,1293,70,9774,1157,273.3,359.6,5697,3001,427.9,644.6,1289,4731,76.9,181.1,64.4,412,110.1,49050,150.7,4191,7181,1585,4114,1259,57.9,297.5,634.3,267.5,160700,1840,7122,15960,8266,602,1879,1343,1676,1277,4852,199.9,1835,556,1555,2461,1352,4714,1263,583.9,126.4646,176,12730,8160,451,8041,4.7,109.7,171.3,5788,133.2,1008,3.7,4801,81.4,1618.9956,4854.008,1101,405,164.2,41.6,586.2,98.7,308,573.7,100,23210,230.1,859.2,53.3,2343,8105,959,1193,7269,26620,1433,476.5,1329,229.8,293.2,347,511.5,3370,414.2,204600,9.3,139.3,30,8639,634.2,142.6,2205,629.3,891,793.8,4904,2925,106.1,73.7,34479.8925,42.8,1955,1293,82.2,10030,7032,1098,70.2,1058,492.3,9100,370.9,1694,550.4,4677,10570,2346,33620,50.4,1615,301.5,303.7,48.3,132.4,2950,284.9,5515,35.8,1619,2188,579.7,25980,55.3,51.7,18,5407,73.3,11560,2963,7283,1847,1975,42550,824.3,1209,12750,160090,458.4,251.6,860,2079,7086,4246,333,295,100.1,1693,7140,93.2,14760,2110,304.4,845.1,37.8,1965,772.8,1029,519.9,44.4,4658,59210,6164,200.8,125.8,3754,3106,26.5,544.6,1194,1301,1870,243.2,2359,410.2,40.5,39.2,15920,6651,1286,55.6,13430,350.9,474.9,129.9,2210,5681,713,206.2,741.3,8362,531.9,3667,1678,52.8,881.4,455.9,197.3,11890,85,403.8,881.9,6991,22.8,19000,55080,6980,40.1,16110,875.2,288.6,2975,351.1,523.5,15.2,3.8,639,61,13500,69110,524.3,1643,577.3,4613,164.7,47630,603.6,537.7,316.7,38.5,827.1,1390,16800,275.6,3171,19030,5728,238.3,64190,10940,2077,22380,1611,68.9,514.1,455.7,86.2,3878,97.6,600.6,8799,1679,140.9,502,11.6,8196,3282,3182,697.4,1141,24550,920.8,371.4,772.6,6310,1720,298,18850,246.9,4000,2035,53.1,27000,2922,1157,220.7,1810,2326,2182,1017,13330,26100,63.8,30650,117.1,156.4,68.9,9628,4416,468.5,198,2941,11560,302,648.2,1861,11110,286.6,149,264.7,2800,1092,1456,19230,5145,1840,4220,1109,5852,21310,147.8,939.8,142.2,1260,1120,29.3,215.6,1233,524.4,2235,5236,345.9,26140,2859,4636,248.6,152.3,755.8,7543,683.7,3121,144.6,34.1,9.6,162.8,199.9,9592,1019,630.5,1967,678.3,17470,615,425.3,1720,41.1,1508,997.7,3449,644.9,21880,311.5,1886,124.3,202.4,1958,1208,718.9,2300,9945,89.3,1285,884.1,1222,494.5,577,952.2,2249,399.8,1270,1071,12.7,16190,6091,1121,245.6,59.6,239.7,101,98.37,83.7,99.85,92.5,98.76,108.12,101.43,95.9001,103.35
21/05/2020,9098,109.9,331.3,383.8,229.6,1187,72.5,2156,26.4,1520,483.9,97.8,2897,2695,268.5,3902,12420,3720,280.2,941.8,749.2,49.3,297.5,1746,1174,24470,635.3,5003,141.5,2873,76,176.4,45950,1209,43.8,19690,10820,1262,67.5,9709,1170,265.4,369.5,5697,3038,419.4,625.8,1294,4713,67.5,175.4,63.7,417.3,112.8,48430,137,4231,7079,1599,3879,1274,56.1,312.5,627.8,267.5,158800,1806,6958,15400,8200,589.8,1784,1359,1678,1278,5023,204.7,1837,562,1579,2524,1354,4814,1263,609.8,127.1535,176,12940,8182,451,8108,4.7,112,163.3,5734,131.3,1008,3.6,4699,79.9,1561.9001,4780.832,1101,399,164.6,43.2,586.2,98.8,295,529,100.2,23000,231.7,848,47.5,2169,8020,948.1,1192,7460,25830,1409,472.6,1290,231.4,293,349.7,506.6,3370,414.2,196000,8,139.3,30,8411,642.9,145,2190,634,891,793.8,5090,2990,106,72.9,33985.323,44.2,2034,1280,82.1,9639,6924,1098,76.9,1043,477.8,9650,380,1745,551.1,4751,10680,2346,33490,51.2,1628,301.5,312.5,49.3,131.1,2900,288.5,5509,37.1,1610,2155,611.5,26510,52.3,51.2,18,5407,73.3,11760,2872,7129,1811,1989,42300,818.8,1208,12820,162710,459,251.6,860,2023,7155,4230,333,292,100,1650,7069,92.3,14560,2066,301.3,834.9,39.4,1956,772,1007,516.4,44.6,4573,56600,6425,198.8,126,3788,3020,25.1,545.2,1188,1351,1823,238.4,2359,410.2,40.5,38.8,16010,6577,1242,56,12890,350.9,503.4,130,2208,5860,685,207,759.2,8316,531.8,3618,1695,51.1,878,447.5,197.3,11750,85,404.6,875.2,6897,20.9,19000,55080,6940,40.1,16120,880.2,265.8,2998,307.5,509.5,15.6,3.6,639,61,13170,72350,529,1643,570,4538,161.3,47650,602.4,537.7,315,38.4,852.8,1339,16300,273.8,3156,19650,5775,238.3,62850,11350,1903,22190,1739,69.9,514.1,460,85.5,3770,96.3,600,8853,1662,141,502,11.5,8255,3954,3180,670.8,1137,24580,914.7,366.4,761.6,6534,1720,292,18310,239.9,3044,1992,56.7,26100,2922,1153,219,1734,2326,2168,1034,12700,26300,56.2,30620,120.6,161.8,68.2,9470,4424,464.4,160,3070,11650,303.9,648.2,1792,10920,278,144.7,264.9,2800,1020,1477,19260,5152,1812,4190,1011,5743,20810,147.8,915.2,115.8,1260,1109,28.5,254,1298,524.3,2196,4993,336.3,26450,2623,4570,248.6,152.5,693.2,7507,575,2987,144.1,34.8,9.5,162.9,201.6,9450,1010,629.5,1896,671.7,16880,597.7,381,1750,41.7,1448,991.9,3389,623,22090,308.4,1870,128,206.6,1919,1195,728.6,2267,10040,86.9,1263,864.9,1175,494.5,540.7,948,2273,392.4,1286,1051,12.7,16200,6091,1121,234.2,59.8,257.7,101,98.39,83.52,99.85,92.5,99.76,107.63,100,94.8272,103.35
20/05/2020,8942,107,327,386.5,220.2,1222,73.6,2138,26.4,1527,502.1,97.5,2918,2652,268.8,4188,11840,3757,283.4,938,733.2,49.3,297.5,1735,1199,24659.986,631.7,5096,141.5,2874,76,170.2,45970,1204,43.8,20290,11100,1261,67.6,9646,1170,270.3,372.6,5697,3238,419.9,625.8,1290,4711,63.4,179.7,62.7,426,114.9,48300,131.8,3835,7059,1549,3818,1243,52.4,310.2,615.8,263.4,162620,1815,6878,15820,8119,579.7,1772,1359,1677,1269,5023,205,1784,547.5,1575,2596,1350,4845,1276,622.6,130.0075,176,13190,8427,451,8099,4.7,109.1,163.3,5650,131.7,1001,3.6,4641,84.4,1571.5773,5024.752,1101,403.5,161.5,44.1,586.2,101.5,272.5,471.9,100.5,23440,230.7,806.9,49.4,2136,8178,968.6,1187,7077,26150,1443,474.8,1290,226,293,356.5,495.7,3370,407.8,190000,7.6,139.3,30,8477,642.9,142.6,2264,630.2,891,788.2,5528,2990,104.3,75.6,34367.9145,47.1,2039,1299,84.2,9646,6795,1074,90.4,1072,498,10670,411.1,1844,549.6,5149,10640,2346,32690,50.5,1640,301.5,312.5,47.7,144,3051,288,5435,37.3,1635,2212,611.5,26640,52.3,49.8,18,5407.0088,73.3,11740,2862,6991,1825,1957,42230,860.6,1224,13010,160690,469.2,251.6,858.8,2027,7199,4260,333,291.5,98.9,1643,7059,97.9,14630,1984,304,822.2,42,1956,773.3,991.9,524.7,45,4573,59560,6449,216.5,124.1,3830,3180,23,551.6,1243,1351,1854,247.2,2359,419.1,40.5,39.3,16190,6647,1243,56,13160,350.9,496.5,130,2301,5849,693.2,217.4,764.5,8549,536.5,3532,1679,45,872.4,454.2,197.3,11850,85,414.6,884.1,6990,20.8,19410,57200,6941,39.5,15670,881.2,270.5,2999,306.9,508,15.6,3.6,635.3,61,12160,72360,530.4,1708,575.1,4612,161,47710,596,537.7,315,36.1,857.2,1354,16460,267.4,3300,19820,5945,238.3,62730,11710,1911,22440,1775,69,514.1,449.3,85.5,3920,100.3,600,8972,1636,142.2,497,12.6,8150,3954,3168,654,1183,25040,897.3,361.2,746.3,6626,1739,295,18290,239.9,3041,2006,51,26880,2962,1132,212.4,1697,2328,2242,1019,12860,27000,57.5,31200,120.6,157.8,70.7,9800,4472,459.7,149.7,3126,11800,304.8,648.2,1810,10920,282.8,164.5,270.1,2800,1031,1524,19600,5152,1781,4154,1025,5726,21400,147.8,923.6,120.3,1261,1080,29.3,258,1298,524.2,2132,4791,333.8,25910,2490,4615,248.6,146.1,701.9,7561,498.6,3015,150.5,35.2,9.1,159.2,203.5,9753,1016,655.2,1949,669.7,16700,602.2,346.6,1801,42.9,1456,1019,3389,645,22630,313.6,1867,130.6,210.6,1892,1229,729.6,2273,10280,87.4,1308,849.5,1179,494.5,544.1,949.9,2345,400,1302,1069,12.8,16260,6091,1121,243.6,55.9,255.2,100.8,98.39,84.18,99.89,92.5,100.12,109,98.49,94.8272,103.35
19/05/2020,9202,108.5,317.1,384.4,220,1223,73.2,2127,26.4,1530,513.1,95.9,2859,2564,247.3,4067,11700,3757,293.2,985.4,727.5,49.3,297.8,1770,1176,24749.8402,643.2,5094,141.5,2865,76,170.2,45930,1182,41.8,20100,11120,1271,65,9831,1142,278,372.6,5531,3060,423,625.8,1335,4421,64.7,175.8,62.6,427,111.7,47900,138.5,3828,6872,1547,3857,1221,50.1,310.2,607.8,263.4,161300,1839,6954,16220,8310,587.5,1772.0054,1359,1679,1284,5205,208.2,1794,530,1565,2596,1299,5054,1276,624,124.7915,176,13350,8638,451,8419,4.7,110.9,159.5,5421,133.1,1001,3.6,4671,77.2,1570.6096,4943.7706,1101,412.4,161.8,41.4,612.4,100.9,270,471.9,102.4,23600,230.1,784.6,46.7,2202,8180,964.9,1155,7007,26130,1460,473.6,1313,222.6,293,350,505.7,3370,407.8,190000,7.6,139.3,30,8477,643,139.9,2307,644.1,891,771.3,5938,2975,107,75.6,34591.8705,56,2035,1280,83.9,9245,6705,1085,86.8,1075,499.3,9883,399,1800,551.4,5248,10680,2346,32400,49.5,1591,301.5,312.5,47.7,141.3,3017,289.8,5401,38.4,1630,2169,587.1,26800,53.7,51.4,18,5407.0088,73.3,11900,2830,6867,1828,1921,41400,874.2,1177,13000,158550,458.8,251.6,850.4,2015,7142,4139,333,290.9,99.2,1608,7069,98.6,14580,2105,309.2,829.9,42,1934,768.2,996.9,520.3,44.6,4543,60600,6297,196.8,121.2,3845,3204,22.8,552.7,1243,1304,1850,250.2,2359,419.1,40.5,36.4,16110,6211,1178,57.5,12900,350.9,484.8,128.8,2317,5792,693.2,213.6,755.3,8550,516,3447,1649,53.1,869.7,450.7,197.3,11740,90.9,422.9,877.5,6900,20.5,19410,56510,6917,38.4,15350,884.1,258.6,2974,319.6,502.2,16.3,3.4,653,61,12150,70990,530.6,1708,575,4473,161.5,46980,605.8,559.1,315,36.2,819.2,1367,16000,251.9,3385,20100,6048,238.3,61900,11820,1963,22730,1776,69,514.1,445,85.5,3900,99,600.1,9142,1654,139.2,497,10.8,8150,3954,3163,663.2,1196,24910,884.1,370.8,746.3,6542,1697,287.9,18250,233.8,3000,2004,53.2,27250,3100,1147,215.4,1643,2328,2188,1007,12600,25850,56.5,31180,123,157.8,71.9,9800,4444,456.5,131.6,3242,11740,287.3,648.2,1823,11140,285.6,163.3,255.5,2457,1058,1541,19300,5152,1710,3961,1010,5739,20860,145,888,123.9,1234,1127,29.6,262,1298,524.2,2068,4824,300,26210,2436,4479,248.6,151.1,724.7,7500,540.4,3001,148.9,35.2,9.1,158,203.5,9598,1025,639.3,1893,664.8,17170,606.8,318.3,1799,44,1477,1020,3384,645,22450,314.4,1811,125,207,1890,1198,733.9,2240,10200,86.2,1321,849.9,1153,494.5,535.5,947.6,2359,383,1304,1069,12.8,16280,6091,1121,241.8,51.8,255.2,100.78,98.39,84.44,99.78,92.74,100.11,108.8,98.52,94.7209,103.35
18/05/2020,9174,107,314.7,372.3,233.1,1234,75.6,2076,26.4,1551,511.3,86.7,2768,2512,246.2,4300,11820,3623,295.5,984.9,716.4,48.7,303,1770,1219,24160.796,638.2,5159,145,2966,76,170.2,46820,1168,41,19880,10890,1274,62.5,10070,1111,282.9,372.6,5518,3142,446.5,659.7,1359,4322,64.1,175.9,63.3,412.2,109,47750,140.1,3840,6800,1498,3915,1221,49.2,304.3,606.1,268.8,158880,1888,7240,16000,8323,593.1,1778.9119,1332,1679,1273,5200,205.3,1820,525,1550,2610,1274,5015,1285,625.8,128.7281,176,13270,8764,451,8400,4.9,113.8,163.7,5341,132.8,997.9,3.6,4902,76.6,1615.1247,4779.8563,1101,409.9,161.5,42.7,603.7,100.1,268.5,473.2,106,23760,233.5,733.6,43.4,2210,8194,964.7,1155,6890,25760,1439,492.4,1290,222.5,294,350,529.1,3474,403.7,195750,7.5,139.3,30,8477,638.2,140,2292,625.5,891,788.7,5921,2971,107,75,34237.2735,53.7,2029,1281,83.2,9341,6868,1081,83.7,1064,513.9,11120,417.1,1764,563.3,5293,10480,2410,31400,48.8,1561,301.5,308,45.8,142.9,3046,289.2,5499,36.7,1596,2127,566.9,26350,54.6,53.8,18,5407.0088,73.3,12030,2822,6771,1795,1943,40970,891.2,1185,12950,158550,471.8,251.6,860.1,2005,7018,4110,333,290,99.7,1587,7115,95.9,14740,2114,311.8,826.7,40.7,1935,764.1,975.7,516.8,44.5,4509,60960,6294,213,125.6,3821,3194,22.9,529.5,1235,1401,1795,255.7,2359,419.3,40.5,40.5,16020,6207,1190,55.6,13200,350.9,476.9,125.2,2320,5770,691.6,211.4,761.8,8538,539.9,3430,1637,56,872.5,441.1,197.3,11790,91.9,440.8,877.1,6950,21.3,19410,49130,6917,39.1,15340,872.8,253,2889,310.1,505.7,15.3,3.4,650.3,61,12610,71100,523.8,1708,585.8,4446,162.4,47080,599.2,538.4,315,37.5,828,1414,15650,240.7,3439,19590,5834,238.3,62040,11910,1965,22890,1731,70,514.1,441,86.5,3800,97.5,601.1,9052,1655,137.1,486.9,10.5,8150,3568,3143,681.3,1209,24670,898.7,350.9,757.1,6497,1700,275.3,18900,231.6,2953,2046,57.9,27500,3097,1084,215.1,1545,2328,2150,1039,12640,25410,63.9,31830,124.2,151.8,71,9700,4390,452.1,128.7,3370,11670,288.4,648.2,1835,11490,293.2,163.9,251.4,2457,1055,1566,19100,5136,1657,3864,1010,5770,21000,148.3,825.2,119.3,1210,1103,30.8,267,1298,524.2,2055,4591,296.6,26310,2534,4404,248.6,156,751,7319,538.6,2842,148.9,34,9,148.3,201.8,9714,999.4,633,1854,662.7,17480,581.8,300.7,1813,43.7,1519,1022,3384,651.2,22450,325.9,1819,127.7,220.8,1888,1152,735.6,2290,10230,85.7,1368,849.6,1142,494.3,528.7,947.6,2376,383,1302,1074,12.8,16130,6091,1121,250.7,50.5,252.8,101.01,98.4,85.2,99.78,93.19,100.33,108.62,98.81,95.0785,103.35
